Retained Feature,Deleted Features
FAHFDEJI_02701_COQ5_2,FAHFDEJI_02703_btuB_1
FAHFDEJI_02239_ecfA1_1,FAHFDEJI_02240_ecfA1_2
FAHFDEJI_02194_xdhA_2,FAHFDEJI_02197_ghxQ,FAHFDEJI_02191_ygfK,FAHFDEJI_02188_group_21084
ECKICHIN_01061_group_16225,FAHFDEJI_01345_uxuA,FAHFDEJI_01346_por_2,FAHFDEJI_01869_nth,FAHFDEJI_01868_dtpA
GNOIHJGF_01988_group_18776,GNOIHJGF_03749_group_27898,GNOIHJGF_00571_group_18014,GNOIHJGF_01621_group_1208
FAHFDEJI_03505_fliP,FAHFDEJI_03506_fliQ
FAHFDEJI_02516_hemR_1,FAHFDEJI_02700_group_10292
ECKICHIN_00093_group_37657,ECKICHIN_04077_group_18804
FAHFDEJI_03575_dltA,FAHFDEJI_03578_pikAV,FAHFDEJI_03572_group_5466,FAHFDEJI_03579_dhbE,FAHFDEJI_03577_group_20309,FAHFDEJI_03571_ampG_2,FAHFDEJI_03576_COQ5_1
FAHFDEJI_02923_yghO,FAHFDEJI_02925_group_19540,FAHFDEJI_02926_group_18962
FAHFDEJI_01476_ccdB,FAHFDEJI_01475_group_26288
FAHFDEJI_03857_sucC_2,FAHFDEJI_03855_ybhI_2,FAHFDEJI_03856_sucD_2
COLIEKFO_00818_group_32590,LPIMNHIN_01277_group_25783,LPIMNHIN_01273_group_33686,LPIMNHIN_01274_group_22945
FAHFDEJI_01729_ydjH,FAHFDEJI_01731_ydjF_1,FAHFDEJI_01725_group_30469,FAHFDEJI_01726_ydjE_1
LKCCCOFK_02399_group_34434,FAHFDEJI_01339_fimC_1,FAHFDEJI_01336_group_37655,FAHFDEJI_01338_lpfA
FAHFDEJI_00359_group_7425,FAHFDEJI_00352_pdxA2,FAHFDEJI_00354_adh1,FAHFDEJI_00355_dapA_1
FAHFDEJI_04225_gabT,FAHFDEJI_04221_group_12334,FAHFDEJI_04224_gabP,FAHFDEJI_04223_glaR,FAHFDEJI_04222_kbp
FAHFDEJI_02341_chiA,FAHFDEJI_02329_gspE
FAHFDEJI_04171_cadB,FAHFDEJI_04170_cadA
FAHFDEJI_02048_otnK,FAHFDEJI_02046_glcR_2,FAHFDEJI_02051_ygbN
FAHFDEJI_01912_dmsC_2,FAHFDEJI_01913_dmsB_2,FAHFDEJI_01915_ynfE,FAHFDEJI_01914_ynfF
ECKICHIN_01464_group_38671,FAHFDEJI_00201_mdfA,FAHFDEJI_00199_ybjI,FAHFDEJI_00195_ybjM,FAHFDEJI_00194_grxA
FAHFDEJI_00422_dsbG,FAHFDEJI_00421_ahpC
FAHFDEJI_03052_ade,FAHFDEJI_03048_uhpA,FAHFDEJI_03051_uhpT,FAHFDEJI_03050_uhpC,FAHFDEJI_03049_uhpB
FAHFDEJI_03984_lyx,FAHFDEJI_03977_yiaJ,FAHFDEJI_03978_dlgD,FAHFDEJI_03986_ulaE_2,FAHFDEJI_03979_group_18658
FAHFDEJI_04244_pal_2,FAHFDEJI_00819_frc,FAHFDEJI_00820_oxc
GNOIHJGF_04324_group_30390,GNOIHJGF_04325_clpV1_2
FAHFDEJI_00544_sgrR_1,FAHFDEJI_00542_decR,FAHFDEJI_00540_mdlB,FAHFDEJI_00543_cof
FAHFDEJI_03503_fliN,FAHFDEJI_03498_fliI,FAHFDEJI_03499_fliJ,FAHFDEJI_03502_fliM
ECKICHIN_03829_hyfG,ECKICHIN_03828_ndhB_1
FAHFDEJI_02569_ccpA,FAHFDEJI_02580_ycjM
KBLLEKBH_00874_dhaL_1,KBLLEKBH_00876_dhaD
FAHFDEJI_01911_dmsD,FAHFDEJI_01909_bioD1_2,FAHFDEJI_01262_fklB,FAHFDEJI_01264_ytfE,FAHFDEJI_01918_speG,FAHFDEJI_01908_mlc_2,FAHFDEJI_03931_bcsZ,FAHFDEJI_01263_cycA,FAHFDEJI_01265_ytfF,FAHFDEJI_01920_group_12831,FAHFDEJI_03933_bcsA
GHOPNDEC_01493_group_9249,ECKICHIN_04365_yicJ_2
FAHFDEJI_02744_mntB_3,FAHFDEJI_02742_mntB_1,FAHFDEJI_02743_mntB_2
FAHFDEJI_03658_group_15298,FAHFDEJI_03659_arcC1_4
FAHFDEJI_03742_acs_1,FAHFDEJI_03741_codB_1,FAHFDEJI_03744_prpC,FAHFDEJI_03743_prpD
IHEMNIJO_02439_yjdF,FAHFDEJI_04157_melA,FAHFDEJI_04156_melR_2,FAHFDEJI_04160_fumB,FAHFDEJI_04162_dcuR,FAHFDEJI_04163_dcuS,FAHFDEJI_04161_dcuB
FAHFDEJI_03276_kbaZ,FAHFDEJI_03269_kbaY_1,FAHFDEJI_03275_levE,FAHFDEJI_03272_manX_2,FAHFDEJI_03274_agaC_1,FAHFDEJI_03273_manZ_2
FAHFDEJI_03774_lutA_2,FAHFDEJI_03773_lutB
IHEMNIJO_04347_hmuU_2,FAHFDEJI_04685_btuF_2
FAHFDEJI_02198_hyfA_1,FAHFDEJI_02196_guaD
FAHFDEJI_01071_yehB,FAHFDEJI_01985_fdnH_2,FAHFDEJI_01986_fdnG_1,FAHFDEJI_01987_fdnG_2,FAHFDEJI_01984_fdnI,FAHFDEJI_01988_yddG,FAHFDEJI_01979_maeA,FAHFDEJI_01978_sra,FAHFDEJI_01983_yddM,FAHFDEJI_01977_bdm
KBLLEKBH_00880_caiT_1,KBLLEKBH_00878_group_15801,KBLLEKBH_00881_glxK_2,KBLLEKBH_00884_gcl_2
FAHFDEJI_00545_queC,FAHFDEJI_00549_hupB,FAHFDEJI_00548_ppiD
FAHFDEJI_03664_tktA_2,FAHFDEJI_03663_ybbH
FAHFDEJI_00052_rutD,FAHFDEJI_00046_putP,FAHFDEJI_00048_rutR,FAHFDEJI_00056_group_5038,FAHFDEJI_00045_efeU,FAHFDEJI_00044_efeO,FAHFDEJI_00047_putA,FAHFDEJI_00049_rutA,FAHFDEJI_00051_rutC,FAHFDEJI_00057_wrbA,FAHFDEJI_00054_rutF,FAHFDEJI_00043_efeB,FAHFDEJI_00053_rutE
ECKICHIN_03158_fecR,ECKICHIN_03161_fecC
FAHFDEJI_00340_speF,FAHFDEJI_00341_potE
GHOPNDEC_03929_group_20320,GHOPNDEC_03927_group_13177,GHOPNDEC_03932_group_20117,GHOPNDEC_03933_lacB,GHOPNDEC_03934_group_37776,GHOPNDEC_03935_group_19742
FAHFDEJI_01128_algC,FAHFDEJI_01126_group_2334
FAHFDEJI_03479_fliZ,FAHFDEJI_03475_artM_2,FAHFDEJI_03442_cheZ,FAHFDEJI_03476_yecS,FAHFDEJI_03478_fliY,FAHFDEJI_03477_dcyD,FAHFDEJI_03440_flhA_1,FAHFDEJI_03441_flhB
ECKICHIN_00894_group_1989,ECKICHIN_04074_hcaE
FAHFDEJI_03029_dgoA_1,FAHFDEJI_03027_lutR,FAHFDEJI_03030_dgoD
FAHFDEJI_03755_fdrA_2,FAHFDEJI_03754_group_963
IHEMNIJO_00489_group_5303,IHEMNIJO_00481_pduC,IHEMNIJO_00480_pduB,ECKICHIN_00688_rsxC_1
GNOIHJGF_01952_group_23910,GNOIHJGF_01950_sorC_1
FAHFDEJI_03786_group_12306,FAHFDEJI_03784_group_22441
MAOGMHBA_04556_iucB,FAHFDEJI_04343_group_33632
GNOIHJGF_01948_group_28414,GNOIHJGF_01949_manZ_4
ECKICHIN_01041_srmB_1,ECKICHIN_01698_puuR
FAHFDEJI_04210_nrdE,FAHFDEJI_04217_alaE,FAHFDEJI_04216_group_24735,FAHFDEJI_04215_ygaM,FAHFDEJI_04212_nrdH,FAHFDEJI_04211_nrdI
FAHFDEJI_00788_xapA,FAHFDEJI_00787_group_23199
FAHFDEJI_01003_pdeN,FAHFDEJI_02110_fucU
AEGEGBCH_01365_cas1,AEGEGBCH_01360_csy3,AEGEGBCH_01364_cas3
FAHFDEJI_02533_group_5793,FAHFDEJI_02530_mdtF,FAHFDEJI_02529_mdtE,FAHFDEJI_02526_hdeD,FAHFDEJI_02524_hdeB,FAHFDEJI_02523_sapB_2,FAHFDEJI_02527_gadE,FAHFDEJI_02531_group_24425
FAHFDEJI_01406_deoB_1,FAHFDEJI_01407_deoD
FAHFDEJI_03483_fliS,FAHFDEJI_03585_abaF_1
FAHFDEJI_01832_ydhU,FAHFDEJI_01830_ydhW
MGJHKLPD_01877_lacZ,FAHFDEJI_00629_lacI
FAHFDEJI_03487_group_22606,FAHFDEJI_03486_group_31643,FAHFDEJI_03485_amyA,FAHFDEJI_03488_yedF
MAOGMHBA_04917_group_27044,MAOGMHBA_04916_group_23974
NOLKEPLE_01418_group_11518,LKCCCOFK_02026_selO
FAHFDEJI_00671_rbsC_1,FAHFDEJI_00670_mglA_2,FAHFDEJI_00672_gutB
FAHFDEJI_01805_group_17590,FAHFDEJI_03997_mtlD,FAHFDEJI_03996_mtlA_2,FAHFDEJI_00750_eutN,FAHFDEJI_03994_yibH
ECKICHIN_03109_yjhG,ECKICHIN_03102_gatC_3
FAHFDEJI_01968_chuR_1,FAHFDEJI_01967_group_38298
FAHFDEJI_03147_acrF,FAHFDEJI_03148_acrE
FAHFDEJI_02094_gudX,FAHFDEJI_02097_truC,FAHFDEJI_02102_sdaC,FAHFDEJI_02103_sdaB,FAHFDEJI_02099_syd,FAHFDEJI_02101_ppnN,FAHFDEJI_02095_gudP,FAHFDEJI_02092_barA
FAHFDEJI_01939_group_8646,FAHFDEJI_01940_marA
MAOGMHBA_04193_fliI_1,MAOGMHBA_04192_group_21170
ECKICHIN_01608_curA,ECKICHIN_01570_ycaM
IHEMNIJO_03599_group_24403,IHEMNIJO_01811_rutB_1,IHEMNIJO_01310_sprT
FAHFDEJI_03849_yjbR,FAHFDEJI_03850_group_7890
FAHFDEJI_01867_gstA,FAHFDEJI_01866_pdxY,FAHFDEJI_02557_ynaI,FAHFDEJI_02558_mppA
FAHFDEJI_01905_asr,FAHFDEJI_01903_mdtI,FAHFDEJI_01904_group_2082,FAHFDEJI_01902_mdtJ
FAHFDEJI_03904_sorM,FAHFDEJI_03899_sorC
FAHFDEJI_01759_astE,FAHFDEJI_01760_spy
GNOIHJGF_04339_group_21621,GNOIHJGF_04338_group_32012
FAHFDEJI_04342_iucA,FAHFDEJI_04339_iucC
FAHFDEJI_04016_csgA,FAHFDEJI_04015_csgB
LKCCCOFK_00824_group_10038,LKCCCOFK_00078_tri1,LKCCCOFK_04115_fliF,LKCCCOFK_04505_betB,LKCCCOFK_00191_ada
FAHFDEJI_03497_fliH,FAHFDEJI_03496_fliG
FAHFDEJI_04153_adiC,FAHFDEJI_04150_basS,FAHFDEJI_04148_proP
FAHFDEJI_01886_uidB,FAHFDEJI_01885_uidA
GNOIHJGF_04164_group_11357,FAHFDEJI_03936_bcsE,FAHFDEJI_03938_bcsG
ECKICHIN_03826_nuoL_2,ECKICHIN_03825_hyfC
FAHFDEJI_03146_group_30124,FAHFDEJI_03145_group_22537
FAHFDEJI_02776_dlsT,FAHFDEJI_02780_yhaJ_2,FAHFDEJI_02777_group_31798,FAHFDEJI_02778_group_37829
FAHFDEJI_01229_group_26627,FAHFDEJI_01231_group_13564
FAHFDEJI_01806_rhaS_1,FAHFDEJI_01807_caiA_1
FAHFDEJI_03570_mbtI,FAHFDEJI_03574_rhaR_2
ICBJOJHP_01669_group_8469,FAHFDEJI_02716_umuD,FAHFDEJI_01947_group_26596
FAHFDEJI_03454_uspC,FAHFDEJI_03453_flhD
LPIMNHIN_03770_yraJ,LPIMNHIN_03771_group_28225
DFFPLNKB_03555_group_27101,ECKICHIN_03276_lsrB
FAHFDEJI_04114_ddpA,FAHFDEJI_03852_dctB
FAHFDEJI_02595_mexB,FAHFDEJI_02596_mexA,FAHFDEJI_02594_ttgC
FAHFDEJI_02104_ygdG,FAHFDEJI_02105_fucO,FAHFDEJI_02108_fucI,FAHFDEJI_02106_fucA
FAHFDEJI_03854_ldh,FAHFDEJI_03853_dctD
FAHFDEJI_00247_group_36752,FAHFDEJI_00245_rhlE_1,FAHFDEJI_00246_cecR
AEGEGBCH_01113_group_36564,AEGEGBCH_02474_mocA,NNDENCJG_01747_group_12509,JKJAFAEK_00019_group_13215
ECKICHIN_04073_hcaF,ECKICHIN_01701_puuP
FAHFDEJI_04203_group_19117,FAHFDEJI_00625_frmR,FAHFDEJI_04206_proX,FAHFDEJI_04207_proW,FAHFDEJI_04208_proV,FAHFDEJI_02178_nlpD_1,FAHFDEJI_03998_mtlR,FAHFDEJI_04000_yibL,FAHFDEJI_04204_ygaZ,FAHFDEJI_00626_frmA,FAHFDEJI_04205_group_16048
LPIMNHIN_03147_group_35033,LPIMNHIN_02954_pphB
FAHFDEJI_02277_speC,FAHFDEJI_04097_ydcV_2,FAHFDEJI_02275_mltC,FAHFDEJI_02271_group_10994,FAHFDEJI_04096_potD,FAHFDEJI_02274_yggX,FAHFDEJI_02270_group_380,FAHFDEJI_02272_trmB,FAHFDEJI_02276_nupG,FAHFDEJI_02273_mutY,FAHFDEJI_04457_potA_2,FAHFDEJI_04458_potB
FAHFDEJI_00214_gsiA,FAHFDEJI_00213_gsiB,FAHFDEJI_00211_gsiD,FAHFDEJI_00212_gsiC
FAHFDEJI_00210_pdeI,FAHFDEJI_00209_group_5833
FAHFDEJI_00198_ybjJ,FAHFDEJI_00196_aspT_1
FAHFDEJI_01593_cdaR,FAHFDEJI_01592_degP,FAHFDEJI_01594_group_39922,FAHFDEJI_01591_dgt
FAHFDEJI_03760_pdeL,FAHFDEJI_03759_yahB_2
FAHFDEJI_00928_ais,FAHFDEJI_02082_queE
GHOPNDEC_00429_mhpD,ECKICHIN_03245_mhpE
FAHFDEJI_03456_otsB,FAHFDEJI_03460_ftnA_2,FAHFDEJI_03455_otsA,FAHFDEJI_03457_araH,FAHFDEJI_03461_group_4459,FAHFDEJI_03458_araG
FAHFDEJI_02904_hybD,FAHFDEJI_02902_hybB,FAHFDEJI_02900_hybO,FAHFDEJI_02903_hybC,FAHFDEJI_02901_fdnH_1,FAHFDEJI_02909_gss,FAHFDEJI_02905_hybE,FAHFDEJI_02907_hybG
FAHFDEJI_03651_group_34539,FAHFDEJI_03646_xynR,FAHFDEJI_03647_dgoK1_2
FAHFDEJI_01118_cysE_1,FAHFDEJI_01114_group_15349,FAHFDEJI_01119_group_19503,FAHFDEJI_01120_group_14616,FAHFDEJI_01117_group_6222
LPIMNHIN_01714_group_38574,FAHFDEJI_02662_group_16857,FAHFDEJI_02660_group_10131
FAHFDEJI_03779_group_27033,FAHFDEJI_03777_rclC
FAHFDEJI_03391_ydgA_2,FAHFDEJI_03390_yihG,GNOIHJGF_03408_group_18412
FAHFDEJI_03762_betI_1,FAHFDEJI_03761_betT
FAHFDEJI_04337_iutA,FAHFDEJI_04338_iucD
FAHFDEJI_03444_cheB,FAHFDEJI_03448_cheW,FAHFDEJI_03447_tar
FAHFDEJI_03472_uvrY,FAHFDEJI_01942_group_12780
FAHFDEJI_02245_mtlA_1,FAHFDEJI_02765_garP
FAHFDEJI_03901_sorF,FAHFDEJI_03905_yggP_2,FAHFDEJI_03900_bacC,FAHFDEJI_03903_sorA
GHOPNDEC_00433_group_38428,ECKICHIN_03250_mhpA,ECKICHIN_03249_mhpB
FAHFDEJI_02572_ycjU,FAHFDEJI_02571_msmX
FAHFDEJI_04122_alsK,FAHFDEJI_04125_rbsA_2
FAHFDEJI_02958_kpsF,FAHFDEJI_02956_kpsD
GHOPNDEC_01489_group_4716,GHOPNDEC_01488_yiaV
FAHFDEJI_02927_lutA_1,FAHFDEJI_02924_glcC
FAHFDEJI_01361_group_28128,FAHFDEJI_01351_iadA,FAHFDEJI_01352_yjiG
FAHFDEJI_00984_dsbE,FAHFDEJI_00985_ccmH_1
FAHFDEJI_01123_gmd,FAHFDEJI_01116_wzc
FAHFDEJI_04136_phnJ,FAHFDEJI_04135_phnK
IHEMNIJO_00482_pduD,IHEMNIJO_00490_ccmL
FAHFDEJI_00451_ybdG,FAHFDEJI_00452_pheP
FAHFDEJI_04154_gadX_1,FAHFDEJI_04145_group_28704
FAHFDEJI_00880_yfcG,FAHFDEJI_01974_group_18588
FAHFDEJI_03974_malS,FAHFDEJI_03973_group_29737,FAHFDEJI_03975_avtA,FAHFDEJI_02373_group_6264,FAHFDEJI_03972_xylR,FAHFDEJI_03971_xylH,FAHFDEJI_03970_xylG,FAHFDEJI_03976_hyfA_4
FAHFDEJI_00959_atoS,FAHFDEJI_00956_atoA,FAHFDEJI_00955_atoE,FAHFDEJI_00957_atoD,FAHFDEJI_00958_atoC
FAHFDEJI_03935_yhjR,FAHFDEJI_03934_bcsQ
FAHFDEJI_04319_group_39375,FAHFDEJI_04316_group_9540
FAHFDEJI_00908_yfbM,FAHFDEJI_00272_leuC_1
FAHFDEJI_03793_ecpC,FAHFDEJI_03794_ecpD,FAHFDEJI_03792_ecpB
FAHFDEJI_02181_ndhS,FAHFDEJI_02182_norR_1
FAHFDEJI_03003_group_18186,FAHFDEJI_01618_tilS
FAHFDEJI_03088_mak_2,FAHFDEJI_03087_fbaA_2
FAHFDEJI_00485_ybbW,FAHFDEJI_03465_tyrP,FAHFDEJI_03466_group_40270,FAHFDEJI_03463_ftnA_1,FAHFDEJI_03297_cutC_2,FAHFDEJI_03298_fryB_2
FAHFDEJI_01360_fldC,FAHFDEJI_01353_group_6941
LPIMNHIN_02757_xylP,LPIMNHIN_02758_group_21321
FAHFDEJI_03114_rfaG,FAHFDEJI_03113_rfaQ
FAHFDEJI_03678_pldA,FAHFDEJI_03679_group_40494
FAHFDEJI_02518_chuW,FAHFDEJI_02522_hmuV,FAHFDEJI_02699_group_8764,FAHFDEJI_02520_group_22679,FAHFDEJI_02698_group_5468,FAHFDEJI_02702_nadC_2,FAHFDEJI_02517_hmuT,FAHFDEJI_02519_hutX
GNOIHJGF_04322_group_20058,GNOIHJGF_04320_group_35369,GNOIHJGF_04323_group_20711
NLGFNJML_01599_group_15548,NLGFNJML_01903_group_28116
FAHFDEJI_02185_argE_1,FAHFDEJI_02184_ygeX
FAHFDEJI_02859_yfiZ,FAHFDEJI_02862_group_429,FAHFDEJI_02857_cntO_1,FAHFDEJI_02858_yusV
FAHFDEJI_03526_msrQ,FAHFDEJI_00457_cusR,FAHFDEJI_03524_hiuH,FAHFDEJI_03523_hprR,FAHFDEJI_00456_cusC_1,FAHFDEJI_03525_msrP,FAHFDEJI_00458_cusS
